nacchoid,module,lhdname,scity,sstate,simplepopsourcecode,popcat3,popcat5,popcat7,popcat8,popcat9,q1,q2,q14b,q14c,q15,q15r,q16,q17a,q17ab,q17b,q17c,q17cd,q17d,q17e,q17f,q17g,q17h,q17i,q17j,q17k,q17l,q17m,q17text,q18,q19a,q19b,q19c,q20,q21,govcat,yearstenure,State,Contact_Category,v008_Profile,FIPS_CY,Col1,Col2,Locale_State_FIPS_Code,Year,Numeric_Value,PrimaryLast
CA018,module 3,Lake County Department of Health Services,Lakeport,CA,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,66564,6,2007,2967915,"$1,000,000-$4,999,999",3090958,0,119778,119778,2852917,2904430,51513,0,17102,0,0,0,47950,1272,0,426,"Miscellaneous revenue, non-program",3,NA,NA,NA,1,5.5,local,2.67,CA,LHD,1,6033,NA,NA,NA,NA,NA,NA
IL043,module 3,Lake County Health Department,Waukegan,IL,esri 2007,500000+,500000+,"500,000-999,999","500,000-999,999","500,000-999,999",county,725913,11,2007,63042160,"$10,000,000+",68699680,360184,29290390,28930206,11932273,18317847,6385574,2097125,12820245,501710,516440,112100,1541489,2773197,0,729135,"Interest Income 628,511 Proceeds from the sale of assets 40,139 Miscellaneous revenue 60,485",2,420488,231444,65823,1,3.5,local,0.5,IL,LHD,1,17097,Lake,County,17,2005,13.2,Duplicate Case
MN061,NA,Lake County Health Department,Two Harbors,MN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11324,12,2007,436926,"<$500,000",350297,0,138070,138070,113389,113389,0,0,43540,0,2726,0,0,52563,0,0,NA,1,10575,4203,0,NA,0.15,local,7.17,MN,LHD,1,27075,NA,NA,NA,NA,NA,NA
TN052,NA,Lake County Health Department,Tiptonville,TN,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,7551,6,2007,398410,"<$500,000",398410,0,29442,29442,57992,122689,64697,0,64334,1520,0,820,5515,0,0,174090,Revenues received from other state departments for services provided,1,NA,NA,NA,0,NA,state,8.92,TN,SUB108,1,47095,NA,NA,NA,NA,NA,NA
OH074,module 3,Lake County Health District,Painesville,OH,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","200,000-499,999",city/county,234632,1,2008,6043810,"$5,000,000-$9,999,999",6001919,2272493,2547614,275121,522692,2104846,1582154,0,1006,73269,0,0,88726,1067530,0,118928,"Others includes employee contribution for health insurance, reimbursement for emergency services and other reimbursements",NA,255932,10942,59303,NA,NA,local,28,OH,LHD,1,39085,NA,NA,NA,NA,NA,NA
OR018,NA,Lake County Public Health Department,Lakeview,OR,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,7315,6,2008,426689,"<$500,000",427101,0,61000,61000,14800,139546,124746,45000,14800,5000,4454,49000,30700,20500,0,50000,Public Health has cut positions this money is carry over from the public health fund. This money has been allocated for the 2008-2009 budget.,1,53074,17963,0,1,0.45,local,7.25,OR,LHD,1,41037,NA,NA,NA,NA,NA,NA
MN063,module 2,LakeWood Nursing Service,Baudette,MN,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,4546,12,2007,690520,"$500,000-$999,999",690225,0,30359,30359,78663,89252,10589,63945,228320,89100,0,31010,43760,0,0,114479,"Grants from agencies such as Northwest Community Action, etc",1,17646,8808,0,0,NA,local,2.5,MN,LHD,1,27077,NA,NA,NA,NA,NA,NA
AL039,NA,Lamar County Health Department,Vernon,AL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,15616,9,2007,2716680,"$1,000,000-$4,999,999",2983564,0,15000,15000,0,NA,NA,NA,2017642,602779,0,0,0,0,0,0,NA,1,36486,20555,0,1,0.5,state,14.58,AL,LHD,1,1075,NA,NA,NA,NA,NA,NA
GA090,NA,Lamar County Health Department,Barnesville,GA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,17575,6,2008,557457,"$500,000-$999,999",548848,0,135000,135000,175951,229778,53827,0,57694,12236,0,0,40511,33494,0,40130,"ictf fund, adm claiming, nonqualifying contracts, qualifying local fund, interest revenue",1,NA,NA,NA,0,NA,local,NA,GA,LHD,1,13171,NA,NA,NA,NA,NA,NA
ND028,module 3,LaMoure County Public Health Department,LaMoure,ND,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,4576,12,2007,102095,"<$500,000",110000,0,30000,30000,12044,69500,57456,0,1500,3000,0,0,6000,0,0,0,NA,1,4804,3178,0,0,NA,local,9.25,ND,LHD,1,38045,NA,NA,NA,NA,NA,NA
KS042,module 1,Lane County Health Department,Dighton,KS,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,1986,6,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,NA,local,1.25,KS,LHD,1,20101,NA,NA,NA,NA,NA,NA
OR019,module 1,Lane County Public Health Department,Eugene,OR,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,342781,6,2008,6217631,"$5,000,000-$9,999,999",6297254,0,1417156,1417156,602948,2386729,1783781,513483,244113,24571,0,8060,120291,0,0,1503228,Environmental Health and Vital Records Fees,1,232066,71549,0,1,1.15,local,21.58,OR,LHD,1,41039,Lane,County,41,2005,19.2,Duplicate Case
WI101,NA,Langlade County Health Department,Antigo,WI,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,21569,1,2007,NA,NA,722390,0,423932,423932,39002,111189,72187,0,10118,0,53245,0,7009,0,0,116896,"Other:     Immunizations (Medicare, WMAP, Private Pay, Private Insurance)                   $41,200     School Nurse Program and other County Departments (car seats, TB         tests, Trainings, etc.)",1,28584,11425,0,1,1,local,12.42,WI,LHD,1,55067,NA,NA,NA,NA,NA,NA
MI028,module 2,Lapeer County Health Department,Lapeer,MI,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,95682,9,2007,4320022,"$1,000,000-$4,999,999",3849046,0,554886,554886,620614,1519159,898545,0,532822,703367,0,68724,123022,245009,0,105531,"Local Grant:  99,339 Program Contributions: 2,900 Prior Year Revenue: 3,292",2,156192,63051,19238,1,2.42,local,7.92,MI,LHD,1,26087,Lapeer,County,26,2007,5.8,Duplicate Case
IN050,module 1,Laporte County Health Department,Laporte,IN,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,112068,12,2008,1539487,"$1,000,000-$4,999,999",773113,0,256741,256741,139163,205597,66434,0,0,0,0,0,49947,260828,0,0,NA,1,55306,0,0,0,NA,local,6.5,IN,LHD,1,18091,LaPorte,County,18,2005,20,Duplicate Case
CO034,module 3,Larimer County Department of Health and Environment,Ft. Collins,CO,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,288955,12,2007,8173354,"$5,000,000-$9,999,999",8109428,0,2698109,2698109,1936292,3634631,1698339,0,305734,13112,6337,0,481170,371126,0,599209,"Donations from non-foundation private sources:  $45,182;  Grants from other county department (TANF): $176,529;   Non-regulatory Environmental Health Fees: $39,453; Birth and Death Certificate Fees: $329,457; Insurance compensation for property",1,207841,55009,0,1,2.05,local,21.17,CO,LHD,1,8069,Larimer,County,8,2008,12,Duplicate Case
IL042,module 3,LaSalle County Health Department,Ottawa,IL,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,114573,11,2007,3184969,"$1,000,000-$4,999,999",3380844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Interest Income and Audited Non-cash Vaccine Inventory,1,107869,0,0,1,1,local,7.42,IL,LHD,1,17099,NA,NA,NA,NA,NA,NA
CA019,NA,Lassen County Department of Health and Social Services,Susanville,CA,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,36102,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At present I am unable to provide all this info,1,NA,NA,NA,NA,NA,local,NA,CA,LHD,1,6035,NA,NA,NA,NA,NA,NA
OK039,NA,Latimer County Health Department,Wilburton,OK,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,10619,6,2008,383775.82,"<$500,000",514436.81,NA,130661,NA,NA,72691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5000,0,0,NA,state,3.83,OK,LHD,1,40077,NA,NA,NA,NA,NA,NA
AL040,module 3,Lauderdale County Health Department,Florence,AL,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",city/county,88536,9,2007,2119661,"$1,000,000-$4,999,999",2400354,80000,126500,46500,427817,999811,571994,0,1061025,0,0,0,128908,73602,0,10508,Miscellaneous sources,1,33907,21961,0,1,0.05,state,12.5,AL,LHD,1,1077,Lauderdale,County,1,2003,10.3,Duplicate Case
TN053,module 2,Lauderdale County Health Department,Ripley,TN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,27743,6,2007,1483167,"$1,000,000-$4,999,999",1483167,0,57962,57962,604719,882039,277320,0,222340,6930,0,1479,33442,0,0,278975,"Medicaid - In Tennessee, Medicaid is known as TennCare Other - Interdepartmental Revenue - Revenues received from other state departments for services provided.",1,NA,NA,NA,0,NA,state,0.42,TN,SUB108,1,47097,NA,NA,NA,NA,NA,NA
AL041,NA,Lawrence County Health Department,Moulton,AL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,34646,9,2007,2514050,"$1,000,000-$4,999,999",2566989,0,9200,9200,201463,397300,195837,0,1202777,662041,0,59044,72,34658,0,201897,"This includes: Immunizations, vital statistics, wellness, etc.",1,6418,11928,0,1,0.2,state,2.92,AL,LHD,1,1079,NA,NA,NA,NA,NA,NA
IL044,module 1,Lawrence County Health Department,Lawrenceville,IL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,15795,1,2008,3707050,"$1,000,000-$4,999,999",3900380,0,222000,222000,500000,900000,400000,0,830000,1407380,1000,340000,200000,0,0,0,NA,2,37929,15000,0,1,1,local,3.58,IL,LHD,1,17101,NA,NA,NA,NA,NA,NA
KY077,NA,Lawrence County Health Department,Louisa,KY,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16203,6,2008,1771504,"$1,000,000-$4,999,999",1875864,0,109000,109000,638198,841461,203263,0,622386,7754,0,8355,0,0,0,289908,other:  carryover money from previous year.,4,NA,NA,NA,1,1,local,5.33,KY,LHD,1,21127,NA,NA,NA,NA,NA,NA
MO053,module 1,Lawrence County Health Department,Mt. Vernon,MO,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,37303,1,2008,572432.63,"$500,000-$999,999",572432.63,0,163707,163707,67821,322407,254586,0,37238,2035,43941,0,0,0,0,3091,NA,1,39903,23428,0,1,1,local,15.83,MO,LHD,1,29109,NA,NA,NA,NA,NA,NA
TN054,module 2,Lawrence County Health Department,Lawrenceburg,TN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,41688,6,2007,1189701,"$1,000,000-$4,999,999",1189701,0,118900,118900,622399,875590,253191,0,108814,11873,0,557,73967,0,0,0,NA,1,0,0,0,0,NA,state,13.42,TN,SUB107,1,47099,NA,NA,NA,NA,NA,NA
OH077,NA,Lawrence County Health District,Ironton,OH,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,51644,1,2008,809533,"$500,000-$999,999",752670,0,180312,180312,17507,350239,332732,0,62870,15054,0,4710,56517,82968,0,0,NA,1,123421,7136,0,1,5,local,17.42,OH,LHD,1,39087,NA,NA,NA,NA,NA,NA
AR037,NA,Lawrence County Health Unit,Walnut Ridge,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,17591,6,2008,949643.7,NA,949643.7,NA,60092,NA,194430,0,NA,0,NA,NA,0,0,0,0,0,0,State funding totals are not available,1,NA,NA,NA,1,18,state,NA,AR,LHD,1,5075,NA,NA,NA,NA,NA,NA
KS043,NA,Lawrence-Douglas County Health Department,Lawrence,KS,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",city/county,107920,12,2007,3089187,"$1,000,000-$4,999,999",3019257,593826,1521680,927854,258830,1081293,822463,0,6304,29540,6150,97703,186702,59700,0,100115,"Interest earnings, business/contract fees for services",1,100698,42452,0,1,2.01,local,1.92,KS,LHD,1,20045,Douglas,County,20,2005,14.9,Duplicate Case
MN050,module 3,Le Sueur County Public Health,Le Center,MN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,28223,12,2007,1761986,"$1,000,000-$4,999,999",1761986,0,109684,109684,772066,1237407,465341,32658,304869,12820,0,4700,59848,0,0,0,NA,2,27122,17861,0,1,0.25,local,4.58,MN,LHD,1,27079,NA,NA,NA,NA,NA,NA
KS044,NA,Leavenworth County Health Department,Leavenworth,KS,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,75756,12,2007,984586,"$500,000-$999,999",895839,0,287691,287691,64506,361992,297486,133013,1576,5431,0,0,81746,0,0,24390,This is reimbursement for utility expenses from K-State Extension Office who shares a facility with us.,1,73859,31390,0,NA,NA,local,1.33,KS,LHD,1,20103,Leavenworth,County,20,2007,17.8,Duplicate Case
AL042,module 1,Lee County Health Department,Opelika,AL,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",city/county,130385,9,2007,2012660,"$1,000,000-$4,999,999",2062539,121339,206644,85305,220284,685468,465184,221190,411469,339404,275,0,10429,173846,0,13814,Miscellaneous record,2,28734,19643,0,1,4,state,2.08,AL,LHD,1,1081,NA,NA,NA,NA,NA,NA
IL045,NA,Lee County Health Department,Dixon,IL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,36020,11,2007,1341765,"$1,000,000-$4,999,999",1454900,0,693358,693358,337266,504768,167502,0,97434,5140,0,300,63747,79043,0,11110,Subgrantee from other local health departments = $3060 Sale of commodities = $8050,1,28001,23631,0,1,0.9,local,5.5,IL,LHD,1,17103,NA,NA,NA,NA,NA,NA
NC047,module 3,Lee County Health Department,Sanford,NC,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,56213,6,2008,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1750,0,0,NA,local,0.33,NC,LHD,1,37105,Lee,County,37,2005,18,Duplicate Case
IA067,NA,Lee County Health Department  Community Nursing and EH Services,Fort Madison,IA,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999","multi-county, district, region",36951,6,2008,2694109,"$1,000,000-$4,999,999",2508032,0,186077,186077,528579,528579,0,0,503224,997523,0,183995,0,66589,0,0,"Donations: 10,592. Reimbursement from other agencies: 173,783.",1,18275,4275,0,1,0.5,local,4.33,IA,LHD,1,19111,Lee,County,19,2007,15.2,Duplicate Case
AR038,module 2,Lee County Health Unit,Marianna,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,12215,12,2007,479969.2,NA,479969.2,NA,39933,NA,115320,0,NA,0,NA,NA,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,state,6,AR,LHD,1,5077,NA,NA,NA,NA,NA,NA
OK040,NA,LeFlore County Health Department,Poteau,OK,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,50473,6,2008,2334920.54,NA,2786459.54,NA,451539,NA,NA,318371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5000,0,0,NA,state,3.83,OK,LHD,1,40079,NA,NA,NA,NA,NA,NA
MI030,module 3,Lenawee County Health Department,Adrian,MI,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,103377,1,2008,2415826,"$1,000,000-$4,999,999",2412579,0,549425,549425,488003,1116713,628710,0,158232,15650,0,0,373926,0,0,201880,"$170,707 3rd party qualified health plans and insurance $14,399 misc. local grants for special projects $232 bank interest $16,542 fund balance",2,134136,58768,0,1,1.92,local,5.17,MI,LHD,1,26091,Lenawee,County,26,2004,6.6,Duplicate Case
NC048,module 1,Lenoir County Health Department,Kinston,NC,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,58919,6,2008,3082969,"$1,000,000-$4,999,999",NA,0,1988711,1988711,153533,680706,527173,0,266192,0,16860,896,70629,58975,0,0,NA,1,43214,23877,0,1,0.75,local,18.42,NC,LHD,1,37107,NA,NA,NA,NA,NA,NA
FL036,module 3,Leon County Health Department,Tallahassee,FL,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,268888,6,2008,11395076,"$10,000,000+",11336009,0,415655,415655,4818114,7768058,2949944,0,1717363,24584,747300,0,151000,454049,0,117067,Draw down from trust fund.,1,778159,70000,0,1,7,state,3.42,FL,LHD,1,12073,Leon,County,12,2007,14.2,Duplicate Case
FL037,NA,Levy County Health Department,Bronson,FL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,40218,6,2008,2807912,"$1,000,000-$4,999,999",2794342,0,114286,114286,1285639,1470049,184410,0,281886,24553,0,0,52275,233677,0,617676,Third Party Fees Vital Statistics Interest Grants Healthy Start Program,1,0,10790,0,0,NA,state,10.5,FL,LHD,1,12075,Levy,County,12,2008,13.9,Duplicate Case
MT027,NA,Lewis and Clark City-County Health Department,Helena,MT,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",city/county,59835,6,2008,6513260,"$5,000,000-$9,999,999",6734019,0,1452294,1452294,357831,1355313,997482,1567061,640214,214409,45858,231593,483515,318611,0,425151,"private funding, not foundation: $143,495 private citizen donations: $13,803 intergovernmental/administrative fees: $133,221 reimbursements, charges for services to other organizations: $134,632",1,108933,30394,0,1,1.18,local,2.83,MT,LHD,1,30049,Lewis and Clark,County,30,2003,16.9,Duplicate Case
KY027,NA,Lewis County Health Department,Vanceburg,KY,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14135,6,2008,776401,"$500,000-$999,999",800060,0,100000,100000,193404,380408,187004,0,198501,4992,0,0,31427,0,0,84964,Other funds were departmental carryover to cover revenue shortfalls.,1,45000,7250,0,1,1.25,local,NA,KY,LHD,1,21135,NA,NA,NA,NA,NA,NA
TN055,NA,Lewis County Health District,Hohenwold,TN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11698,6,2007,361024,"<$500,000",361024,0,30877,30877,178304,264610,86306,0,54358,2326,0,509,7940,0,0,404,Collections from community business and industry for medical services provided to their employees for job related purposes.,1,0,0,0,0,0,state,9.08,TN,SUB107,1,47101,NA,NA,NA,NA,NA,NA
NY023,NA,Lewis County Public Health Agency,Lowville,NY,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,27397,12,2007,4248127,"$1,000,000-$4,999,999",4197170,0,184004,184004,2192331,2311332,119001,0,676328,822354,84562,118590,0,0,0,0,NA,1,75000,0,0,1,1,local,15.25,NY,LHD,1,36049,NA,NA,NA,NA,NA,NA
WA015,module 2,Lewis County Public Health Department,Chehalis,WA,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,74454,12,2007,5347904,"$5,000,000-$9,999,999",5888816,0,1717433,1717433,1887774,2964256,1076482,0,18906,6460,12188,0,60295,923837,0,185441,"Tax collections: $171,803; Sale of Fixed Asset:  $13,638",1,41494,55989,0,1,0.25,local,8.83,WA,LHD,1,53041,Lewis,County,53,2005,19.8,Duplicate Case
AL043,NA,Limestone County Health Department,Athens,AL,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,72733,9,2007,3745265,"$1,000,000-$4,999,999",4485963,0,230000,230000,283223,584190,300967,0,1442406,2050939,0,121479,1273,53894,0,1782,Other Fees,1,12836,23855,0,1,0.5,state,2.92,AL,LHD,1,1083,NA,NA,NA,NA,NA,NA
OR020,module 1,Lincoln County Health and Human Services,Newport,OR,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,46860,7,2008,7495525,"$5,000,000-$9,999,999",7185220,0,988400,988400,2001572,2381109,379537,0,2523510,349,4500,171125,120629,336470,0,659120,"550,880 STATE PASSTHROUGH TO LHD TO OUTSIDE AGENCIES 53,016 CONTRACTS 55,224 MISC REVENUE",3,NA,NA,NA,1,NA,local,8.92,OR,LHD,1,41041,NA,NA,NA,NA,NA,NA
GA095,module 1,Lincoln County Health Department,Lincolnton,GA,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",city/county,8541,6,2008,237675,"<$500,000",268783.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WIC, Family Planning, Environmental Fees",1,NA,NA,NA,0,NA,local,1.17,GA,LHD,1,13181,NA,NA,NA,NA,NA,NA
KS046,NA,Lincoln County Health Department,Lincoln,KS,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,3483,12,2007,220935,"<$500,000",220608,0,80093,80093,0,0,0,0,0,0,0,0,0,0,0,140515,I do not have access to which grants are passed through by the state from federal or which are direct.  I also keep most of the information broke into program categories and they are not added together for the year end in an efficient way to re,3,9347,5178,0,1,0.05,local,8.58,KS,LHD,1,20105,NA,NA,NA,NA,NA,NA
NC049,module 1,Lincoln County Health Department,Lincolnton,NC,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,73688,6,2008,5040993,"$5,000,000-$9,999,999",5040993,0,2549812,2549812,725437,725437,0,0,479641,704718,14000,38169,66416,0,0,462800,"ENVIRONMENTAL HEALTH FEES (SEPTIC PERMITS, WATER SAMPLES, POOL INSPECTIONS, TATTOO PARLOR PERMITS, PRIVATE WELL CONSTRUCTION PERMITS, ETC)",2,48993,19472,0,1,1,local,22.75,NC,LHD,1,37109,NA,NA,NA,NA,NA,NA
OK041,module 2,Lincoln County Health Department,Chandler,OK,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,32576,1,2008,1384099.58,"$1,000,000-$4,999,999",1697431.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12000,5000,5000,0,0,state,28.5,OK,LHD,1,40081,NA,NA,NA,NA,NA,NA
TN056,module 1,Lincoln County Health Department,Fayetteville,TN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,32597,6,2006,750118,"$500,000-$999,999",750118,0,94738,94738,327154,441843,114689,0,136448,28750,0,537,45347,0,0,2455,Other revenues represent collections from community business and industry for medical services provided to their employees for job related purposes.,1,0,0,0,0,0,state,11.17,TN,SUB107,1,47103,NA,NA,NA,NA,NA,NA
WA016,NA,Lincoln County Health Department,Davenport,WA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,10599,1,2007,627794,"$500,000-$999,999",625856,0,89073,89073,227677,357747,130070,30910,2226,430,3000,0,24500,96900,0,23070,23070 from sale of surpluss equipment and interest income from investments,1,20073,7900,0,1,0.62,local,8.92,WA,LHD,1,53043,Lincoln,County,53,2007,14.6,Duplicate Case
WV050,NA,Lincoln County Health Department,Hamlin,WV,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,22377,6,2008,325163,"<$500,000",307894,0,1000,1000,142221,221069,78848,0,4001,1662,0,0,478,19037,0,58934,"state contract for BCCSP, Family Planning, Immunization, lab services, WIC",2,54361,10762,13725,1,1,local,9.83,WV,LHD,1,54043,NA,NA,NA,NA,NA,NA
WI046,NA,Lincoln County Health Department,Merrill,WI,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,30564,1,2008,989486,"$500,000-$999,999",916410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other - Contracts with local organizations,1,NA,NA,NA,1,0.5,local,2.92,WI,LHD,1,55069,NA,NA,NA,NA,NA,NA
AR039,NA,Lincoln County Health Unit,Star City,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,15015,6,2008,259496.7,"<$500,000",259496.7,NA,11220,NA,139547,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,3,0,0,0,1,1,state,10.33,AR,LHD,1,5079,NA,NA,NA,NA,NA,NA
WY012,NA,Lincoln County Public Health,Kemmerer,WY,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16721,6,2008,550000,"$500,000-$999,999",572000,0,250000,250000,138000,319000,181000,0,1000,1000,0,0,1000,0,0,0,NA,1,95000,8000,0,1,1.5,local,7.92,WY,LHD,1,56023,Lincoln,County,56,2005,14.3,Duplicate Case
CO036,NA,Lincoln County Public Health Nursing Service,Hugo,CO,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,5794,12,2007,212053.7,"<$500,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19559,14307,0,1,NA,local,1.75,CO,LHD,1,8073,NA,NA,NA,NA,NA,NA
NE010,module 1,Lincoln-Lancaster County Health Department,Lincoln,NE,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",city/county,274677,8,2007,20000000,"$10,000,000+",20000000,4421885,7088649,2666764,0,339100,339100,0,3400000,0,0,0,0,3391339,0,6200000,Grants,1,NA,NA,NA,1,3,local,7.42,NE,LHD,1,31109,Lancaster,County,31,2005,19.4,Duplicate Case
MO056,module 1,Linn County Health Center,Brookfield,MO,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,13173,12,2007,751576,"$500,000-$999,999",813009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,home heath service reimbursement,1,14978,15699,0,0,NA,local,7.25,MO,LHD,1,29115,NA,NA,NA,NA,NA,NA
KS104,NA,Linn County Health Department,Pleasanton,KS,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,10535,1,2008,158000,"<$500,000",176528,0,85000,85000,7282,67717,60435,0,11000,0,0,0,12811,0,0,0,NA,3,16000,7900,0,1,0.3,local,1.92,KS,LHD,1,20107,NA,NA,NA,NA,NA,NA
OR021,module 1,Linn County Health Department,Albany,OR,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,111474,1,2008,4130302,"$1,000,000-$4,999,999",4130302,0,1054719,1054719,NA,3075583,NA,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,1,NA,local,5.33,OR,LHD,1,41043,Linn,County,41,2003,18.4,Duplicate Case
IA069,NA,Linn County Public Health Department,Cedar Rapids,IA,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","200,000-499,999",county,206024,6,2008,4382091,"$1,000,000-$4,999,999",4382091,0,1393438,1393438,130450,1614202,1483752,526662,111426,0,0,0,136965,599398,0,0,NA,1,22665,25899,0,1,1,local,28.33,IA,LHD,1,19113,Linn,County,19,2002,16.6,Duplicate Case
AR040,NA,Little River County Health Unit,Ashdown,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,13677,12,2007,669955,NA,669955,NA,14209,NA,123805,0,NA,0,NA,NA,0,0,0,0,0,0,NA,4,0,3607,0,0,NA,state,1.5,AR,LHD,1,5081,NA,NA,NA,NA,NA,NA
